,Date,Company,Title,Job Link,Seniority level,Employment type,Job function,Industries
805,2022-02-04,Intel Corporation,Product Quality and Reliability Engineer,https://www.linkedin.com/jobs/view/product-quality-and-reliability-engineer-at-intel-corporation-2905398168?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=3qZaFM0frpMiSumefimZ3Q%3D%3D&position=8&pageNum=32&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Quality Assurance,"IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing, and Software Development"
806,2022-02-02,Financial Rescue Center,Housing Options Officer,https://www.linkedin.com/jobs/view/housing-options-officer-at-financial-rescue-center-2902851758?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=vK70Zo%2BiDB%2BUd6EigrkDnw%3D%3D&position=9&pageNum=32&trk=public_jobs_jserp-result_search-card,Entry level,Contract,Other,Financial Services
807,2022-01-13,"Jungle Communications, Inc.",Procurement Manager,https://www.linkedin.com/jobs/view/procurement-manager-at-jungle-communications-inc-2875142119?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=G%2BMnoT%2BBxdMcTBPr5nYaYA%3D%3D&position=10&pageNum=32&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Purchasing and Supply Chain,Marketing Services
808,2022-02-02,ACTIVE RELOCATION (SWITZERLAND) SA,HR and Talent Partner,https://www.linkedin.com/jobs/view/hr-and-talent-partner-at-active-relocation-switzerland-sa-2902851349?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=8GCHhcqXDUdBeT%2BZoh5Q1A%3D%3D&position=11&pageNum=32&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Human Resources,Facilities Services
809,2022-01-12,Sacramento Marriott Rancho Cordova,Front Desk Agent - FT,https://www.linkedin.com/jobs/view/front-desk-agent-ft-at-sacramento-marriott-rancho-cordova-2874942765?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=tBiEGyIml1XNap1AIoGeNw%3D%3D&position=12&pageNum=32&trk=public_jobs_jserp-result_search-card,Entry level,Other,Management and Manufacturing,"Food and Beverage Services, Travel Arrangements, and Hospitality"
810,2022-01-11,Coleshire Properties Inc.,Chief Information Security Officer,https://www.linkedin.com/jobs/view/chief-information-security-officer-at-coleshire-properties-inc-2872322515?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=AldbL63c9iQ20Kn53t9rIw%3D%3D&position=13&pageNum=32&trk=public_jobs_jserp-result_search-card,Executive,Full-time,Information Technology,Leasing Non-residential Real Estate
811,2022-01-28,Brooks & Associates Public Relations,Residential Property Paralegal/Legal Assistant/Legal Secretary/PA,https://www.linkedin.com/jobs/view/residential-property-paralegal-legal-assistant-legal-secretary-pa-at-brooks-associates-public-relations-2895103956?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=bEHhet4nYQn55Xa97oA%2BgQ%3D%3D&position=14&pageNum=32&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Legal,Public Relations and Communications Services
812,2022-01-21,Akna,Facilities Coordinator/Assistant Facilities Manager,https://www.linkedin.com/jobs/view/facilities-coordinator-assistant-facilities-manager-at-akna-2885986753?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=PlFcZNRdhpiQFnN0o5G5%2BQ%3D%3D&position=15&pageNum=32&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting
813,2022-01-24,HRM Direct,Operations Hire Manager,https://www.linkedin.com/jobs/view/operations-hire-manager-at-hrm-direct-2889575076?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=r6jwGAZfS6tsllYkF1%2FzJw%3D%3D&position=16&pageNum=32&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Management and Manufacturing,Human Resources Services
814,2022-02-01,Professional Diversity Network,Account Services Representative,https://www.linkedin.com/jobs/view/account-services-representative-at-professional-diversity-network-2902643578?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=DDgTVNp3TLSXF1DXsKeQmg%3D%3D&position=17&pageNum=32&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Customer Service and Information Technology,"Marketing Services, Software Development, and Hospitals and Health Care"
815,2022-01-24,IABD,Experiences Producer,https://www.linkedin.com/jobs/view/experiences-producer-at-iabd-2889581019?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=V0cfXLqahzGZAhjXlLkpQw%3D%3D&position=18&pageNum=32&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Temporary,"Design, Art/Creative, and Information Technology",Legal Services
816,2022-01-25,Robert Half,Business Analyst Senior,https://www.linkedin.com/jobs/view/business-analyst-senior-at-robert-half-2888703381?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=qZLh%2Fi0KkxhEjP11RGKZrQ%3D%3D&position=19&pageNum=32&trk=public_jobs_jserp-result_search-card,Associate,Contract,"Research, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Financial Services"
817,2022-02-02,60by80 Media SL,Head of Corporate Responsibility - ESG,https://www.linkedin.com/jobs/view/head-of-corporate-responsibility-esg-at-60by80-media-sl-2902836813?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=qIMUB6x3mrprrcNh%2FzayOw%3D%3D&position=20&pageNum=32&trk=public_jobs_jserp-result_search-card,Director,Contract,"Marketing, Public Relations, and Writing/Editing",Travel Arrangements
818,2022-02-04,Professional Diversity Network,Operations Specialist - Training provided. Remote or Hybrid,https://www.linkedin.com/jobs/view/operations-specialist-training-provided-remote-or-hybrid-at-professional-diversity-network-2907926315?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=NpSutz1hBqFYPyZrXU5NUw%3D%3D&position=21&pageNum=32&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Management and Manufacturing,"Marketing Services, Software Development, and Hospitals and Health Care"
819,2022-02-07,Kleinfelder,Business Development Coordinator,https://www.linkedin.com/jobs/view/business-development-coordinator-at-kleinfelder-2909958039?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=k3iQI3QkTlF3XHiHXxlRmQ%3D%3D&position=22&pageNum=32&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Business Development and Sales,"Construction, Civil Engineering, and Environmental Services"
820,2022-02-01,AVS Newcastle ltd,Diaspora Coproduction and Community Engagement Lead,https://www.linkedin.com/jobs/view/diaspora-coproduction-and-community-engagement-lead-at-avs-newcastle-ltd-2901012876?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=Ft3ign37uo3vqYomq8AVgQ%3D%3D&position=23&pageNum=32&trk=public_jobs_jserp-result_search-card,Associate,Contract,Other,Computers and Electronics Manufacturing
821,2022-02-02,Financial Rescue Center,Digital Data Co-ordinator,https://www.linkedin.com/jobs/view/digital-data-co-ordinator-at-financial-rescue-center-2902856616?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=%2FAeDEW9N2o1WUjqrZPRAkg%3D%3D&position=24&pageNum=32&trk=public_jobs_jserp-result_search-card,Entry level,Contract,Information Technology,Financial Services
822,2022-01-28,The Learning Moment LTD,Business Transformation Manager,https://www.linkedin.com/jobs/view/business-transformation-manager-at-the-learning-moment-ltd-2894696932?refId=i5Z3C7bw%2F8MWQG6LhXdwnQ%3D%3D&trackingId=JkLH9XXMgzSCWsnJNZVkgg%3D%3D&position=25&pageNum=32&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Business Development and Sales,Business Skills Training
823,2022-01-27,Oklex,Deputy Operations Director - Children's Services- Circa £90K,https://www.linkedin.com/jobs/view/deputy-operations-director-children-s-services-circa-%C2%A390k-at-oklex-2893500554?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=lcYYjDHbquBGv59nlCh3pw%3D%3D&position=1&pageNum=33&trk=public_jobs_jserp-result_search-card,Director,Full-time,Management and Manufacturing,IT Services and IT Consulting
824,2022-01-17,Terra Nova Community Church,Ethical Compliance Manager,https://www.linkedin.com/jobs/view/ethical-compliance-manager-at-terra-nova-community-church-2879440160?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=Wdpjnk3IarwfmPz7RlVVnw%3D%3D&position=2&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Contract,Legal,Religious Institutions
825,2022-01-17,New Market Clarity,New Homes Sales Consultant,https://www.linkedin.com/jobs/view/new-homes-sales-consultant-at-new-market-clarity-2879447497?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=vecpiQP2Y5er90OdwyxGdQ%3D%3D&position=3&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Contract,Sales and Management,Business Consulting and Services
826,2022-02-03,Valley Mission,Business Development Manager,https://www.linkedin.com/jobs/view/business-development-manager-at-valley-mission-2904388627?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=rgR0PlFd7ki4GWRxXWBLCA%3D%3D&position=4&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Business Development and Sales,Non-profit Organizations
827,2022-01-28,Synopsys Inc,Community Associate- Marketing,https://www.linkedin.com/jobs/view/community-associate-marketing-at-synopsys-inc-2866544668?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=UIp84gHQlCPnmDiy47KtoA%3D%3D&position=5&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Advertising and Marketing,"Computer Hardware Manufacturing, Software Development, and Semiconductor Manufacturing"
828,2022-01-28,Mercury Insurance,Underwriter - Work from Home,https://www.linkedin.com/jobs/view/underwriter-work-from-home-at-mercury-insurance-2897920117?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=T0yK5abjmXkD%2F3%2BSXOaiyQ%3D%3D&position=6&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Finance and Sales,"Legal Services, Insurance, and Financial Services"
829,2022-01-14,LiteOptics,Senior Leadership Development Manager,https://www.linkedin.com/jobs/view/senior-leadership-development-manager-at-liteoptics-2876359621?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=fRJfLlfAnTmj%2FBBzZpyR9Q%3D%3D&position=7&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Human Resources,Medical Equipment Manufacturing
830,2022-01-25,PBK,Designer,https://www.linkedin.com/jobs/view/designer-at-pbk-2893358130?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=ZMGrMFmGyitFkAP%2Bkb9N2Q%3D%3D&position=8&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,"Design, Art/Creative, and Information Technology",Architecture and Planning
831,2022-02-05,CommonSpirit Health,Medical Office Representative I Float,https://www.linkedin.com/jobs/view/medical-office-representative-i-float-at-commonspirit-health-2909582848?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=htoXJG%2BGlHXXOW2HL5hCQg%3D%3D&position=9&pageNum=33&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Sales and Business Development,"Wellness and Fitness Services, Medical Practices, and Hospitals and Health Care"
832,2022-01-14,IABD,"14596728 Department Assistant, Talent Experiences & Gifting EMEA",https://www.linkedin.com/jobs/view/14596728-department-assistant-talent-experiences-gifting-emea-at-iabd-2876370948?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=RuvUuGC4%2FmBAweBUZKOJsQ%3D%3D&position=10&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Temporary,Administrative,Legal Services
833,2022-01-11,"Sunil Goel & Associates, CAs",Multi Crime Caseworker,https://www.linkedin.com/jobs/view/multi-crime-caseworker-at-sunil-goel-associates-cas-2872331845?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=9n9zPBtfneTuji8wUKj7Sw%3D%3D&position=11&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Other,Accounting
834,2022-01-25,The FenningLovatt Partnership Ltd,Fundraising Manager,https://www.linkedin.com/jobs/view/fundraising-manager-at-the-fenninglovatt-partnership-ltd-2890816798?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=hdABPhMn3%2FOoChL59o12mQ%3D%3D&position=12&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Contract,Other,Marketing Services
835,2022-01-26,Sarah's Inn,Conference Producer,https://www.linkedin.com/jobs/view/conference-producer-at-sarah-s-inn-2892103127?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=pBzFZc6VSb2m1Jk%2FdRNHmQ%3D%3D&position=13&pageNum=33&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Management and Manufacturing,Non-profit Organizations
836,2022-02-02,mantolama,Accounts Assistant,https://www.linkedin.com/jobs/view/accounts-assistant-at-mantolama-2904397267?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=5eVHucR5ejRKBh15ZQPcbQ%3D%3D&position=14&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Temporary,Management and Manufacturing,Think Tanks
837,2022-02-03,Carlos León e hijos,Data and Reporting Analyst,https://www.linkedin.com/jobs/view/data-and-reporting-analyst-at-carlos-le%C3%B3n-e-hijos-2904392243?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=TYPF0n4untNvhYV85poCyQ%3D%3D&position=15&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Contract,Information Technology,IT Services and IT Consulting
838,2022-01-13,"AgVantis, Inc.",Operations Coordinator,https://www.linkedin.com/jobs/view/operations-coordinator-at-agvantis-inc-2908011204?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=jSVa80wbQTWl8Y2ZNRDdZw%3D%3D&position=16&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Management and Manufacturing,Software Development
839,2022-01-17,Octavia In formation Systems Ltd,Influencer Manager - Award Winning Social & PR Agency,https://www.linkedin.com/jobs/view/influencer-manager-award-winning-social-pr-agency-at-octavia-in-formation-systems-ltd-2879441340?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=RCkHbczCLpH%2BBLQBlnPzfQ%3D%3D&position=17&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Other,IT Services and IT Consulting
840,2022-02-02,J&J Marketing and Print Solutions,Business Analyst - OUTSIDE - FULLY REMOTE,https://www.linkedin.com/jobs/view/business-analyst-outside-fully-remote-at-j-j-marketing-and-print-solutions-2902844652?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=xF1PJuvQf5%2BI76STCsNvng%3D%3D&position=18&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Full-time,"Research, Analyst, and Information Technology",Printing Services
841,2022-02-02,O N E,Stakeholder Relationship Manager,https://www.linkedin.com/jobs/view/stakeholder-relationship-manager-at-o-n-e-2904385815?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=xLYxdkcd4N%2BdlWVVsmM%2FBg%3D%3D&position=19&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Contract,Sales and Business Development,Design Services
842,2022-01-21,Ooms architecten,Administrator & Copywriter,https://www.linkedin.com/jobs/view/administrator-copywriter-at-ooms-architecten-2885978578?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=nIDB2ovhtK1awK%2BBPxxTmA%3D%3D&position=20&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Information Technology,Architecture and Planning
843,2022-01-27,ACTIVE RELOCATION (SWITZERLAND) SA,Head of Logistics,https://www.linkedin.com/jobs/view/head-of-logistics-at-active-relocation-switzerland-sa-2893510914?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=A2YSeWju7hfkP3bqxAioEQ%3D%3D&position=21&pageNum=33&trk=public_jobs_jserp-result_search-card,Director,Full-time,Management and Manufacturing,Facilities Services
844,2022-01-24,Picture,Content Manager,https://www.linkedin.com/jobs/view/content-manager-at-picture-2889574950?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=IbG0y3QQUTsKT43%2BgGRH4A%3D%3D&position=22&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Full-time,"Marketing, Public Relations, and Writing/Editing",Design Services
845,2022-02-03,Northland Camp & Conference Center,Service Desk Analyst - Hybrid WFH,https://www.linkedin.com/jobs/view/service-desk-analyst-hybrid-wfh-at-northland-camp-conference-center-2904385594?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=4%2F7ZIQmRRX4whiIX4k02JA%3D%3D&position=23&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,Religious Institutions
846,2022-02-01,Finnsteve,Product Developer,https://www.linkedin.com/jobs/view/product-developer-at-finnsteve-2901023828?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=PT9AqTDf58zxdsxaXSZePg%3D%3D&position=24&pageNum=33&trk=public_jobs_jserp-result_search-card,Entry level,Temporary,Product Management and Marketing,"Appliances, Electrical, and Electronics Manufacturing"
847,2022-01-25,Octavia In formation Systems Ltd,Marketing Manager,https://www.linkedin.com/jobs/view/marketing-manager-at-octavia-in-formation-systems-ltd-2890826410?refId=UK%2F7uHAI0f5qj5246eJZgg%3D%3D&trackingId=gtiNcZh7IJG%2BpyXXkGPn6w%3D%3D&position=25&pageNum=33&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Marketing and Sales,IT Services and IT Consulting
848,2022-01-25,Octavia In formation Systems Ltd,Marketing Manager,https://www.linkedin.com/jobs/view/marketing-manager-at-octavia-in-formation-systems-ltd-2890826410?refId=4rjqOL6of7Yu%2FGIA3ku9XQ%3D%3D&trackingId=j7re6Nzj6YMijTpkfLb79A%3D%3D&position=1&pageNum=34&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Marketing and Sales,IT Services and IT Consulting
849,2022-01-24,LTS GIDA KONTROL LABORATUVARI,Fund Analyst/Controller - Private Equity,https://www.linkedin.com/jobs/view/fund-analyst-controller-private-equity-at-lts-gida-kontrol-laboratuvari-2889578156?refId=4rjqOL6of7Yu%2FGIA3ku9XQ%3D%3D&trackingId=kF4%2BBr12wufRhar5k%2FV%2FGQ%3D%3D&position=2&pageNum=34&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Finance and Sales,Food and Beverage Services
850,2022-01-11,Ultimate Staffing,Compliance Administrator,https://www.linkedin.com/jobs/view/compliance-administrator-at-ultimate-staffing-2873438171?refId=4rjqOL6of7Yu%2FGIA3ku9XQ%3D%3D&trackingId=hTll69S2X%2Br5QM7CRlf9nA%3D%3D&position=3&pageNum=34&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Administrative and Customer Service,Staffing and Recruiting
851,2022-02-04,The Learning Moment LTD,Risk Manager (Business Control Officer) - Revolut Crypto,https://www.linkedin.com/jobs/view/risk-manager-business-control-officer-revolut-crypto-at-the-learning-moment-ltd-2906144830?refId=4rjqOL6of7Yu%2FGIA3ku9XQ%3D%3D&trackingId=L%2FT2q8HFC9%2BxRq1r27bA1Q%3D%3D&position=4&pageNum=34&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Finance and Sales,Business Skills Training
852,2022-01-30,"Niufitel, S.L.",Business Analyst,https://www.linkedin.com/jobs/view/business-analyst-at-niufitel-s-l-2897144983?refId=4rjqOL6of7Yu%2FGIA3ku9XQ%3D%3D&trackingId=%2FwQAS3HXRS%2F2dEVSSDSUpA%3D%3D&position=5&pageNum=34&trk=public_jobs_jserp-result_search-card,Associate,Contract,"Research, Analyst, and Information Technology",Telecommunications
853,2022-02-04,Robert Half,Business Analyst Senior,https://www.linkedin.com/jobs/view/business-analyst-senior-at-robert-half-2904820075?refId=4rjqOL6of7Yu%2FGIA3ku9XQ%3D%3D&trackingId=%2FvANBYaWrzIVyOFsZT7iJA%3D%3D&position=6&pageNum=34&trk=public_jobs_jserp-result_search-card,Associate,Contract,"Research, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Financial Services"
